"period";"value";"obs_status";"source";"ref_area";"freq";"unit_measure";"unit_mult"
"2019-05-01";22;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2019-06-01";-5;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2019-07-01";8;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2019-08-01";0;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2019-09-01";13;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2019-10-01";15;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2019-11-01";0;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2019-12-01";15;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2020-01-01";7;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2020-02-01";8;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2020-03-01";4;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2020-04-01";-52;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2020-05-01";-52;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2020-06-01";-12;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2020-07-01";-6;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2020-08-01";11;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2020-09-01";7;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2020-10-01";-15;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2020-11-01";-29;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2020-12-01";-19;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2021-01-01";-2;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2021-02-01";-14;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2021-03-01";15;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2021-04-01";144;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2021-05-01";172;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2021-06-01";66;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2021-07-01";30;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2021-08-01";3;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2021-09-01";-8;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2021-10-01";27;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2021-11-01";59;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2021-12-01";49;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2022-01-01";43;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2022-02-01";22;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2022-03-01";3;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2022-04-01";24;"A";"Данные СберИндекса";"Саратовская область";"Месяц";"% г/г";"0"
"2019-01-01";11;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2019-02-01";14;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2019-03-01";14;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2019-04-01";7;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2019-05-01";13;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2019-06-01";9;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2019-07-01";18;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2019-08-01";16;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2019-09-01";15;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2019-10-01";14;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2019-11-01";17;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2019-12-01";24;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2020-01-01";16;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2020-02-01";41;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2020-03-01";21;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2020-04-01";-67;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2020-05-01";-60;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2020-06-01";8;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2020-07-01";26;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2020-08-01";35;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2020-09-01";37;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2020-10-01";5;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2020-11-01";-8;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2020-12-01";-14;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2021-01-01";26;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2021-02-01";-14;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2021-03-01";7;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2021-04-01";408;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2021-05-01";300;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2021-06-01";65;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2021-07-01";7;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2021-08-01";-2;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2021-09-01";2;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2021-10-01";32;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2021-11-01";43;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2021-12-01";46;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2022-01-01";3;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2022-02-01";16;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2022-03-01";-1;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2022-04-01";21;"A";"Данные СберИндекса";"Астраханская область";"Месяц";"% г/г";"0"
"2019-01-01";6;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2019-02-01";23;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2019-03-01";30;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2019-04-01";26;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2019-05-01";32;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2019-06-01";16;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2019-07-01";26;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2019-08-01";22;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2019-09-01";31;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2019-10-01";27;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2019-11-01";34;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2019-12-01";34;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2020-01-01";33;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2020-02-01";27;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2020-03-01";20;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2020-04-01";-49;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2020-05-01";-49;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2020-06-01";-20;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2020-07-01";-6;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2020-08-01";18;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2020-09-01";14;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2020-10-01";-12;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2020-11-01";-30;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2020-12-01";-24;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2021-01-01";-4;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2021-02-01";-9;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2021-03-01";13;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2021-04-01";170;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2021-05-01";190;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2021-06-01";81;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2021-07-01";26;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2021-08-01";-3;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2021-09-01";-8;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2021-10-01";32;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2021-11-01";70;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2021-12-01";72;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2022-01-01";44;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2022-02-01";26;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2022-03-01";-2;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2022-04-01";20;"A";"Данные СберИндекса";"Воронежская область";"Месяц";"% г/г";"0"
"2019-01-01";18;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2019-02-01";13;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2019-03-01";19;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2019-04-01";25;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2019-05-01";41;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2019-06-01";21;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2019-07-01";26;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2019-08-01";19;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2019-09-01";34;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2019-10-01";26;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2019-11-01";33;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2019-12-01";36;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2020-01-01";42;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2020-02-01";74;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2020-03-01";84;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2020-04-01";17;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2020-05-01";-5;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2020-06-01";56;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2020-07-01";50;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2020-08-01";72;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2020-09-01";69;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2020-10-01";86;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2020-11-01";60;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2020-12-01";65;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2021-01-01";35;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2021-02-01";22;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2021-03-01";36;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2021-04-01";101;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2021-05-01";117;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2021-06-01";41;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2021-07-01";22;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2021-08-01";12;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2021-09-01";8;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2021-10-01";21;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2021-11-01";66;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2021-12-01";38;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2022-01-01";61;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2022-02-01";37;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2022-03-01";14;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2022-04-01";26;"A";"Данные СберИндекса";"Владимирская область";"Месяц";"% г/г";"0"
"2019-01-01";15;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2019-02-01";17;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2019-03-01";30;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2019-04-01";26;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2019-05-01";22;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2019-06-01";24;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2019-07-01";12;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2019-08-01";3;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2019-09-01";16;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2019-10-01";23;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2019-11-01";28;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2019-12-01";13;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2020-01-01";4;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2020-02-01";6;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2020-03-01";-7;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2020-04-01";-44;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2020-05-01";-43;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2020-06-01";-36;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2020-07-01";-21;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2020-08-01";-1;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2020-09-01";-3;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2020-10-01";-28;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2020-11-01";-29;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2020-12-01";-22;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2021-01-01";-14;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2021-02-01";-3;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2021-03-01";32;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2021-04-01";144;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2021-05-01";121;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2021-06-01";88;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2021-07-01";36;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2021-08-01";17;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2021-09-01";27;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2021-10-01";83;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2021-11-01";116;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2021-12-01";89;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2022-01-01";84;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2022-02-01";63;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2022-03-01";33;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2022-04-01";31;"A";"Данные СберИндекса";"Республика Саха (Якутия)";"Месяц";"% г/г";"0"
"2019-01-01";35;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2019-02-01";30;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2019-03-01";38;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2019-04-01";41;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2019-05-01";30;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2019-06-01";-10;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2019-07-01";16;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2019-08-01";21;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2019-09-01";41;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2019-10-01";31;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2019-11-01";29;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2019-12-01";26;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2020-01-01";21;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2020-02-01";31;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2020-03-01";-6;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2020-04-01";-81;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2020-05-01";-85;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2020-06-01";-57;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2020-07-01";23;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2020-08-01";67;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2020-09-01";66;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2020-10-01";20;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2020-11-01";7;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2020-12-01";3;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2021-01-01";28;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2021-02-01";27;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2021-03-01";126;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2021-04-01";1135;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2021-05-01";1701;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2021-06-01";681;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2021-07-01";100;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2021-08-01";43;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2021-09-01";47;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2021-10-01";107;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2021-11-01";126;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2021-12-01";115;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2022-01-01";93;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2022-02-01";70;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2022-03-01";2;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2022-04-01";-2;"A";"Данные СберИндекса";"Калининградская область";"Месяц";"% г/г";"0"
"2019-01-01";12;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2019-02-01";18;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2019-03-01";26;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2019-04-01";18;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2019-05-01";19;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2019-06-01";3;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2019-07-01";14;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2019-08-01";9;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2019-09-01";23;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2019-10-01";22;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2019-11-01";20;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2019-12-01";24;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2020-01-01";16;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2020-02-01";19;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2020-03-01";-5;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2020-04-01";-61;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2020-05-01";-53;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2020-06-01";-29;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2020-07-01";-27;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2020-08-01";-5;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2020-09-01";-9;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2020-10-01";-36;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2020-11-01";-42;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2020-12-01";-35;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2021-01-01";-16;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2021-02-01";-16;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2021-03-01";15;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2021-04-01";200;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2021-05-01";169;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2021-06-01";86;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2021-07-01";56;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2021-08-01";32;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2021-09-01";22;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2021-10-01";75;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2021-11-01";89;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2021-12-01";74;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2022-01-01";57;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2022-02-01";22;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2022-03-01";1;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2022-04-01";5;"A";"Данные СберИндекса";"Свердловская область";"Месяц";"% г/г";"0"
"2019-01-01";13;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2019-02-01";11;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2019-03-01";6;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2019-04-01";8;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2019-05-01";11;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2019-06-01";-4;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
"2019-07-01";-3;"A";"Данные СберИндекса";"Республика Башкортостан";"Месяц";"% г/г";"0"
