"period";"value";"obs_status";"source";"ref_area";"freq";"unit_measure";"unit_mult"
"2021-03-01";12;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2021-04-01";138;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2021-05-01";156;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2021-06-01";61;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2021-07-01";18;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2021-08-01";9;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2021-09-01";1;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2021-10-01";25;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2021-11-01";50;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2021-12-01";61;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2022-01-01";47;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2022-02-01";15;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2022-03-01";-1;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2022-04-01";27;"A";"Данные СберИндекса";"Чувашская Республика";"Месяц";"% г/г";"0"
"2019-01-01";7;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2019-02-01";10;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2019-03-01";11;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2019-04-01";17;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2019-05-01";20;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2019-06-01";4;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2019-07-01";9;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2019-08-01";6;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2019-09-01";13;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2019-10-01";13;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2019-11-01";10;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2019-12-01";13;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2020-01-01";0;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2020-02-01";-2;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2020-03-01";3;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2020-04-01";-42;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2020-05-01";-23;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2020-06-01";-2;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2020-07-01";-12;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2020-08-01";-12;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2020-09-01";-14;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2020-10-01";-40;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2020-11-01";-42;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2020-12-01";-42;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2021-01-01";-8;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2021-02-01";5;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2021-03-01";42;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2021-04-01";149;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2021-05-01";177;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2021-06-01";137;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2021-07-01";98;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2021-08-01";135;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2021-09-01";195;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2021-10-01";242;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2021-11-01";244;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2021-12-01";169;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2022-01-01";226;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2022-02-01";89;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2022-03-01";38;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2022-04-01";37;"A";"Данные СберИндекса";"Ямало-Ненецкий автономный округ";"Месяц";"% г/г";"0"
"2019-01-01";8;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2019-02-01";16;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2019-03-01";23;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2019-04-01";17;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2019-05-01";41;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2019-06-01";11;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2019-07-01";24;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2019-08-01";16;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2019-09-01";33;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2019-10-01";23;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2019-11-01";27;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2019-12-01";25;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2020-01-01";26;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2020-02-01";33;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2020-03-01";24;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2020-04-01";-33;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2020-05-01";-39;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2020-06-01";7;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2020-07-01";4;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2020-08-01";28;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2020-09-01";7;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2020-10-01";-9;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2020-11-01";-23;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2020-12-01";-15;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2021-01-01";-1;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2021-02-01";-1;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2021-03-01";10;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2021-04-01";98;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2021-05-01";127;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2021-06-01";39;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2021-07-01";22;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2021-08-01";1;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2021-09-01";-5;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2021-10-01";31;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2021-11-01";70;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2021-12-01";49;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2022-01-01";40;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2022-02-01";4;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2022-03-01";1;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2022-04-01";27;"A";"Данные СберИндекса";"Липецкая область";"Месяц";"% г/г";"0"
"2019-01-01";41;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2019-02-01";40;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2019-03-01";53;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2019-04-01";35;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2019-05-01";24;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2019-06-01";24;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2019-07-01";29;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2019-08-01";16;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2019-09-01";55;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2019-10-01";17;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2019-11-01";17;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2019-12-01";21;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2020-01-01";4;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2020-02-01";47;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2020-03-01";5;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2020-04-01";-65;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2020-05-01";-65;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2020-06-01";-57;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2020-07-01";-37;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2020-08-01";-21;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2020-09-01";-30;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2020-10-01";-13;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2020-11-01";-13;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2020-12-01";-9;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2021-01-01";2;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2021-02-01";-24;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2021-03-01";15;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2021-04-01";251;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2021-05-01";415;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2021-06-01";199;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2021-07-01";78;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2021-08-01";59;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2021-09-01";38;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2021-10-01";63;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2021-11-01";95;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2021-12-01";67;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2022-01-01";32;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2022-02-01";25;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2022-03-01";-7;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2022-04-01";-3;"A";"Данные СберИндекса";"Чеченская Республика";"Месяц";"% г/г";"0"
"2019-01-01";12;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2019-02-01";26;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2019-03-01";31;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2019-04-01";24;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2019-05-01";30;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2019-06-01";14;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2019-07-01";20;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2019-08-01";20;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2019-09-01";21;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2019-10-01";29;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2019-11-01";20;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2019-12-01";17;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2020-01-01";13;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2020-02-01";25;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2020-03-01";31;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2020-04-01";-53;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2020-05-01";-51;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2020-06-01";-6;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2020-07-01";-3;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2020-08-01";-2;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2020-09-01";3;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2020-10-01";-10;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2020-11-01";-5;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2020-12-01";-9;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2021-01-01";-4;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2021-02-01";-3;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2021-03-01";3;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2021-04-01";195;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2021-05-01";200;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2021-06-01";65;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2021-07-01";21;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2021-08-01";16;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2021-09-01";4;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2021-10-01";21;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2021-11-01";52;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2021-12-01";46;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2022-01-01";41;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2022-02-01";25;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2022-03-01";3;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2022-04-01";25;"A";"Данные СберИндекса";"Республика Калмыкия";"Месяц";"% г/г";"0"
"2019-01-01";18;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2019-02-01";24;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2019-03-01";24;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2019-04-01";21;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2019-05-01";24;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2019-06-01";15;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2019-07-01";23;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2019-08-01";19;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2019-09-01";23;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2019-10-01";24;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2019-11-01";31;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2019-12-01";24;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2020-01-01";24;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2020-02-01";19;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2020-03-01";-4;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2020-04-01";-81;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2020-05-01";-84;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2020-06-01";-58;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2020-07-01";-15;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2020-08-01";33;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2020-09-01";14;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2020-10-01";-16;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2020-11-01";-35;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2020-12-01";-39;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2021-01-01";-50;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2021-02-01";4;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2021-03-01";39;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2021-04-01";655;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2021-05-01";854;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2021-06-01";333;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2021-07-01";52;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2021-08-01";14;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2021-09-01";40;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2021-10-01";70;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2021-11-01";96;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2021-12-01";155;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2022-01-01";177;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2022-02-01";18;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2022-03-01";20;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2022-04-01";17;"A";"Данные СберИндекса";"Санкт-Петербург";"Месяц";"% г/г";"0"
"2019-01-01";20;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2019-02-01";26;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2019-03-01";19;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2019-04-01";19;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2019-05-01";23;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2019-06-01";2;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2019-07-01";9;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2019-08-01";5;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2019-09-01";19;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2019-10-01";12;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2019-11-01";1;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2019-12-01";20;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2020-01-01";17;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2020-02-01";23;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2020-03-01";1;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2020-04-01";-67;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2020-05-01";-65;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2020-06-01";-27;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2020-07-01";-14;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2020-08-01";9;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2020-09-01";7;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2020-10-01";-13;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2020-11-01";-28;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2020-12-01";-25;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2021-01-01";-8;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2021-02-01";-11;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2021-03-01";21;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2021-04-01";299;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2021-05-01";283;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2021-06-01";101;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2021-07-01";43;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2021-08-01";24;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2021-09-01";12;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2021-10-01";41;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2021-11-01";67;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2021-12-01";61;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2022-01-01";41;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2022-02-01";17;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2022-03-01";4;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2022-04-01";19;"A";"Данные СберИндекса";"Республика Татарстан";"Месяц";"% г/г";"0"
"2019-01-01";9;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2019-02-01";27;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2019-03-01";24;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2019-04-01";21;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2019-05-01";21;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2019-06-01";3;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2019-07-01";6;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2019-08-01";0;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2019-09-01";13;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2019-10-01";12;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2019-11-01";17;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2019-12-01";1;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2020-01-01";4;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2020-02-01";6;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2020-03-01";-5;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2020-04-01";-54;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2020-05-01";-42;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2020-06-01";-17;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
"2020-07-01";-10;"A";"Данные СберИндекса";"Омская область";"Месяц";"% г/г";"0"
